alpha,beta,gamma,fundamental,msf,SCI,amplitud
-0.05,-0.9,17500.0,2776.72955975,3378.38496427,1.2166777108,9418.71885898
-0.05,-0.895,17500.0,2776.72955975,3081.29316401,1.10968428783,9408.0983896
-0.05,-0.89,17500.0,2776.72955975,2857.18039192,1.02897323288,9364.37880765
-0.05,-0.885,17500.0,2721.19496855,3058.16008311,1.12382983155,9300.9776832
-0.05,-0.88,17500.0,2721.19496855,3278.15352928,1.2046742578799998,9276.31805107
-0.05,-0.875,17500.0,2721.19496855,3120.71724976,1.1468186902500002,9208.32701474
-0.05,-0.87,17500.0,2721.19496855,3154.36772353,1.15918475522,9170.068063600002
-0.05,-0.865,17500.0,2721.19496855,3452.34420381,1.26868682461,9120.80861186
-0.05,-0.86,17500.0,2721.19496855,3178.6142526,1.16809500581,9058.74534152
-0.05,-0.855,17500.0,2721.19496855,2820.81733342,1.0366097857799998,9043.24272499
-0.05,-0.85,17500.0,2665.66037736,2904.59436633,1.08963407004,8978.41106695
-0.05,-0.845,17500.0,2665.66037736,3147.36869564,1.1807088113600002,8937.3700437
-0.05,-0.84,17500.0,2665.66037736,3120.8509226,1.17076089254,8887.22174781
-0.05,-0.835,17500.0,2665.66037736,3048.01437482,1.1434368761700002,8838.76663616
-0.05,-0.83,17500.0,2665.66037736,3461.8140833,1.29867034552,8789.00623635
-0.05,-0.825,17500.0,2665.66037736,3242.978231,1.21657592188,8742.94594133
-0.05,-0.82,17500.0,2665.66037736,2802.5863778000007,1.0513666338,8718.89240034
-0.05,-0.815,17500.0,2665.66037736,2815.5867306,1.05624360647,8645.13472173
-0.05,-0.81,17500.0,2610.12578616,3051.91017517,1.16925789223,8635.52287253
-0.05,-0.805,17500.0,2610.12578616,3066.93007904,1.17501236733,8582.42200637
-0.05,-0.8,17500.0,2610.12578616,2944.67172436,1.12817234325,8539.84224893
-0.05,-0.795,17500.0,2610.12578616,3401.61736658,1.30323886481,8494.60541812
-0.05,-0.79,17500.0,2610.12578616,3245.11143087,1.24327779453,8449.98201813
-0.05,-0.785,17500.0,2610.12578616,2779.49684944,1.06489000039,8391.73164624
-0.05,-0.78,17500.0,2610.12578616,2814.22243494,1.07819418124,8358.65732265
-0.05,-0.775,17500.0,2554.59119497,3018.65471107,1.1816586219399998,8318.04163365
-0.05,-0.77,17500.0,2554.59119497,2995.89057026,1.172747552,8272.98380792
-0.05,-0.765,17500.0,2554.59119497,2886.41357023,1.1298925542,8236.17007359
-0.05,-0.76,17500.0,2554.59119497,3357.91342946,1.31446214802,8196.89199789
-0.05,-0.755,17500.0,2554.59119497,3165.4425724,1.23911903346,8142.89532209
-0.05,-0.75,17500.0,2554.59119497,2792.02180581,1.09294270305,8116.10085798
-0.05,-0.745,17500.0,2554.59119497,2911.73649032,1.13980526358,8088.73611138
-0.05,-0.74,17500.0,2554.59119497,3051.06955472,1.19434747944,8025.52968544
-0.05,-0.735,17500.0,2499.05660377,2895.61544936,1.15868341877,7985.28828333
-0.05,-0.73,17500.0,2499.05660377,2910.66300679,1.16470471393,7938.92570968
-0.05,-0.725,17500.0,2499.05660377,3309.66280198,1.32436488112,7894.58365617
-0.05,-0.72,17500.0,2499.05660377,3026.29728756,1.21097588706,7845.52864715
-0.05,-0.715,17500.0,2499.05660377,2902.45106637,1.16141869776,7814.38053608
-0.05,-0.71,17500.0,2499.05660377,3063.33122383,1.2257950537,7791.59794079
-0.05,-0.705,17500.0,2499.05660377,3036.30690149,1.21498124408,7725.57536555
-0.05,-0.7,17500.0,2443.52201258,2744.80903409,1.12330030995,7698.87281907
-0.05,-0.695,17500.0,2443.52201258,3020.113845900001,1.23596752162,7663.84124863
-0.05,-0.69,17500.0,2443.52201258,3171.68198709,1.29799607729,7633.44347482
-0.05,-0.685,17500.0,2443.52201258,2962.16467954,1.21225209525,7595.53373749
-0.05,-0.68,17500.0,2443.52201258,3072.11591139,1.25724912465,7555.75106215
-0.05,-0.675,17500.0,2443.52201258,3151.69565976,1.28981676594,7533.5274183
-0.05,-0.67,17500.0,2443.52201258,2837.6065727,1.1612772703,7468.915282899998
-0.05,-0.665,17500.0,2387.98742138,2763.40357478,1.1572102725700002,7459.13869379
-0.05,-0.66,17500.0,2387.98742138,3090.83316262,1.29432556258,7406.14502682
-0.05,-0.655,17500.0,2387.98742138,2949.25095714,1.23503621951,7380.07217882
-0.05,-0.65,17500.0,2387.98742138,3039.66150543,1.27289678254,7341.31729736
-0.05,-0.645,17500.0,2387.98742138,3215.59690226,1.34657195991,7321.5909255
-0.05,-0.64,17500.0,2387.98742138,2927.32463858,1.2258542956999998,7283.0447316
-0.05,-0.635,17500.0,2332.45283019,2608.32300103,1.11827470518,7225.17751155
-0.05,-0.63,17500.0,2332.45283019,2966.2307044,1.27172162541,7212.73073133
-0.05,-0.625,17500.0,2332.45283019,2887.83663337,1.23811148333,7180.32834366
-0.05,-0.62,17500.0,2332.45283019,2945.38499338,1.26278437671,7156.11588658
-0.05,-0.615,17500.0,2332.45283019,3230.23448934,1.38490881682,7118.02340444
-0.05,-0.61,17500.0,2332.45283019,2951.96323234,1.26560468625,7095.44436275
-0.05,-0.605,17500.0,2332.45283019,2604.04037718,1.11643860209,7070.77939947
-0.05,-0.6,17500.0,2276.91823899,2903.84296059,1.27533914519,7042.06435387
-0.05,-0.595,17500.0,2276.91823899,2809.36164829,1.23384388608,7030.49584602
-0.05,-0.59,17500.0,2276.91823899,2859.29636864,1.2557747220200002,6978.05732002
-0.05,-0.585,17500.0,2276.91823899,3189.04153072,1.40059554011,6959.61723246
-0.05,-0.58,17500.0,2276.91823899,2908.33249732,1.2773109053799998,6917.38345936
-0.05,-0.575,17500.0,2276.91823899,2703.55372884,1.18737409299,6899.73065612
-0.05,-0.57,17500.0,2221.3836478,2888.17030754,1.30016726755,6888.00280559
-0.05,-0.565,17500.0,2221.3836478,2735.25681058,1.23133021767,6860.51371294
-0.05,-0.56,17500.0,2221.3836478,2840.86670386,1.27887261017,6842.62935537
-0.05,-0.555,17500.0,2221.3836478,3155.8288843,1.42065909571,6818.98544928
-0.05,-0.55,17500.0,2221.3836478,2807.52027543,1.26386105264,6757.11704098
-0.05,-0.545,17500.0,2221.3836478,2882.01467437,1.29739618693,6798.13327075
-0.05,-0.54,17500.0,2165.8490566,2807.9875162,1.29648347729,6771.8876867
-0.05,-0.535,17500.0,2165.8490566,2755.55341011,1.27227398498,6749.20524153
-0.05,-0.53,17500.0,2165.8490566,2914.43272438,1.34563058099,6748.62072063
-0.05,-0.525,17500.0,2165.8490566,3100.88346627,1.4317172551,6735.31149427
-0.05,-0.52,17500.0,2165.8490566,2858.86967445,1.31997641559,6724.64139946
-0.05,-0.515,17500.0,2165.8490566,2975.50526623,1.37382854874,6728.72614764
-0.05,-0.51,17500.0,2110.31446541,2661.56948066,1.2612193700499998,6696.00360697
-0.05,-0.505,17500.0,2110.31446541,2817.12000143,1.33492901063,6688.44539006
-0.05,-1.5,25000.0,4998.11320755,4901.81599421,0.980733286875,7169.92950341
-0.05,-1.495,25000.0,4998.11320755,5046.95150573,1.0097713469399998,7219.42424622
-0.05,-1.49,25000.0,4998.11320755,4864.0890508,0.973185049802,7244.78522245
-0.05,-1.485,25000.0,4942.57861635,4986.72925014,1.0089327125,7284.13446446
-0.05,-1.48,25000.0,4942.57861635,5266.14518801,1.06546513405,7309.12999811
-0.05,-1.475,25000.0,4942.57861635,4980.35538877,1.00764313031,7351.03626238
-0.05,-1.47,25000.0,4942.57861635,4822.15967129,0.975636412811,7411.42084894
-0.05,-1.465,25000.0,4942.57861635,5024.68791543,1.01661264402,7456.28257909
-0.05,-1.46,25000.0,4942.57861635,4913.53592267,0.994123979418,7471.09576945
-0.05,-1.455,25000.0,4942.57861635,4788.80461713,0.968887900192,7537.38455918
-0.05,-1.45,25000.0,4887.04402516,5062.93030889,1.03599032111,7557.73692123
-0.05,-1.445,25000.0,4887.04402516,5069.75871448,1.0373875677,7530.63887128
-0.05,-1.44,25000.0,4887.04402516,4838.57405257,0.990081944764,7665.96791248
-0.05,-1.435,25000.0,4887.04402516,4966.58455307,1.01627579525,7738.77840645
-0.05,-1.43,25000.0,4887.04402516,5031.42917472,1.02954447491,7738.24436251
-0.05,-1.425,25000.0,4887.04402516,4736.99523599,0.969296616033,7788.29501922
-0.05,-1.42,25000.0,4887.04402516,4827.90388598,0.98789858678,7833.46199476
-0.05,-1.415,25000.0,4831.50943396,5059.26246905,1.04713910595,7870.84384621
-0.05,-1.41,25000.0,4831.50943396,4859.35977134,1.00576431398,7916.03526414
-0.05,-1.405,25000.0,4831.50943396,4897.16886932,1.013589839,7981.26618412
-0.05,-1.4,25000.0,4831.50943396,5127.961936399999,1.0613581545200002,8029.10740745
-0.05,-1.395,25000.0,4831.50943396,4806.991637100001,0.994925437443,8064.38338164
-0.05,-1.39,25000.0,4831.50943396,4658.21614133,0.964132680479,8116.00224821
-0.05,-1.385,25000.0,4831.50943396,4930.232699600001,1.02043321388,8158.50446966
-0.05,-1.38,25000.0,4775.97484277,4860.80319519,1.01776147388,8213.40355046
-0.05,-1.375,25000.0,4775.97484277,4799.03749316,1.00482888858,8266.12131698
-0.05,-1.37,25000.0,4775.97484277,5093.15262206,1.06641110762,8313.65844944
-0.05,-1.365,25000.0,4775.97484277,4930.80755703,1.03241908079,8396.47690577
-0.05,-1.36,25000.0,4775.97484277,4588.87279182,0.960824322341,8444.8212201
-0.05,-1.355,25000.0,4775.97484277,4776.35342712,1.0000792685,8468.16093177
-0.05,-1.35,25000.0,4775.97484277,4842.42515335,1.0139134549,8542.78840319
-0.05,-1.345,25000.0,4720.44025157,4692.32251305,0.994043407601,8568.1194226
-0.05,-1.34,25000.0,4720.44025157,4947.68852457,1.0481413302299998,8648.38675461
-0.05,-1.335,25000.0,4720.44025157,5006.42356398,1.06058403394,8714.92765517
-0.05,-1.33,25000.0,4720.44025157,4610.50690597,0.97671120918,8768.48866894
-0.05,-1.325,25000.0,4720.44025157,4673.10501258,0.989972282993,8804.90994535
-0.05,-1.32,25000.0,4720.44025157,4823.43692615,1.0218192942,8863.22358827
-0.05,-1.315,25000.0,4720.44025157,4617.96317618,0.978290780112,8914.98173122
-0.05,-1.31,25000.0,4664.90566038,4784.03771604,1.0255379346,8973.8083082
-0.05,-1.305,25000.0,4664.90566038,4980.72775954,1.06770171192,9065.02370955
-0.05,-1.3,25000.0,4664.90566038,4650.58064638,0.996929195349,9096.0379665
-0.05,-1.295,25000.0,4664.90566038,4636.7743516,0.993969586777,9173.44968812
-0.05,-1.29,25000.0,4664.90566038,4804.76716903,1.02998163711,9293.46397117
-0.05,-1.285,25000.0,4664.90566038,4580.62838979,0.981933767428,9303.97143901
-0.05,-1.28,25000.0,4609.37106918,4642.16432256,1.0071144746,9388.87233703
-0.05,-1.275,25000.0,4609.37106918,4909.83866601,1.06518624609,9449.00505195
-0.05,-1.27,25000.0,4609.37106918,4656.72067436,1.01027246548,9520.56166478
-0.05,-1.265,25000.0,4609.37106918,4653.61412758,1.00959850221,9573.54631238
-0.05,-1.26,25000.0,4609.37106918,4835.19894934,1.048993209,9638.75979489
-0.05,-1.255,25000.0,4609.37106918,4551.10152489,0.987358460966,9721.62697856
-0.05,-1.25,25000.0,4609.37106918,4531.72759289,0.983155299252,9799.16919944
-0.05,-1.245,25000.0,4553.83647799,4821.1165505,1.05869338388,9857.37905865
-0.05,-1.24,25000.0,4553.83647799,4624.71750965,1.01556512448,9939.00533681
-0.05,-1.235,25000.0,4553.83647799,4674.48289924,1.02649335826,9998.23626071
-0.05,-1.23,25000.0,4553.83647799,4886.97508657,1.07315559313,10071.4018429
-0.05,-1.225,25000.0,4553.83647799,4520.3715674999985,0.992651270935,10147.196477
-0.05,-1.22,25000.0,4553.83647799,4450.44811574,0.977296426266,10240.8350583
-0.05,-1.215,25000.0,4553.83647799,4725.97713539,1.0378012382,10316.8776506
-0.05,-1.21,25000.0,4498.30188679,4558.69061014,1.01342478225,10382.0829114
-0.05,-1.205,25000.0,4498.30188679,4668.43494346,1.03782161824,10457.3233056
-0.05,-1.2,25000.0,4498.30188679,4911.32960904,1.0918185868,10535.1370086
-0.05,-1.195,25000.0,4498.30188679,4463.11339297,0.992177382775,10612.6695216
-0.05,-1.19,25000.0,4498.30188679,4396.88702928,0.977454857397,10725.1678418
-0.05,-1.185,25000.0,4498.30188679,4637.42837824,1.03092866929,10788.4300487
-0.05,-1.18,25000.0,4442.7672956,4473.330887300001,1.00687940414,10884.1650659
-0.05,-1.175,25000.0,4442.7672956,4643.14538414,1.0451020895799998,10965.98878
-0.05,-1.17,25000.0,4442.7672956,4846.502810100002,1.09087478313,11051.5079104
-0.05,-1.165,25000.0,4442.7672956,4381.99625305,0.986321353673,11145.8358361
-0.05,-1.16,25000.0,4442.7672956,4384.20029585,0.986817450509,11252.953061700002
-0.05,-1.155,25000.0,4442.7672956,4563.84796867,1.02725343576,11342.1684122
-0.05,-1.15,25000.0,4387.2327044,4384.94157586,0.999477773645,11116.239833
-0.05,-1.145,25000.0,4387.2327044,4614.83452053,1.05187821834,11514.2313426
-0.05,-1.14,25000.0,4387.2327044,4726.56512688,1.07734543512,11591.0472913
-0.05,-1.135,25000.0,4387.2327044,4300.60703005,0.980255053655,11740.3005216
-0.05,-1.13,25000.0,4387.2327044,4426.26715504,1.00889728293,11795.3382285
-0.05,-1.125,25000.0,4387.2327044,4485.10384135,1.0223081709,11881.8886359
-0.05,-1.12,25000.0,4387.2327044,4299.06898063,0.979904479722,12008.6842255
-0.05,-1.115,25000.0,4331.69811321,4605.55700404,1.06322206296,12108.088146
-0.05,-1.11,25000.0,4331.69811321,4577.04313885,1.05663945622,12215.072213299998
-0.05,-1.105,25000.0,4331.69811321,4306.6138084,0.99420912904,12292.7061007
-0.05,-1.1,25000.0,4331.69811321,4521.65733272,1.04385329138,12413.8573302
-0.05,-1.095,25000.0,4331.69811321,4368.83233053,1.00857266974,12513.0148531
-0.05,-1.09,25000.0,4331.69811321,4255.5535224,0.982421537969,12617.2864335
-0.05,-1.085,25000.0,4276.16352201,4594.38836679,1.07441830583,12746.525761
-0.05,-1.08,25000.0,4276.16352201,4420.54212232,1.0337635826,12836.348760100003
-0.05,-1.075,25000.0,4276.16352201,4418.70084334,1.03333299127,12963.755999
-0.05,-1.07,25000.0,4276.16352201,4598.05933409,1.07527677799,13067.0038265
-0.05,-1.065,25000.0,4276.16352201,4215.99836501,0.98593010845,13163.3508401
-0.05,-1.06,25000.0,4276.16352201,4273.65684159,0.99941380155,13291.5712323
-0.05,-1.055,25000.0,4220.62893082,4490.54370817,1.06395131668,13423.0486419
-0.05,-1.05,25000.0,4220.62893082,4315.2066243,1.02240843605,13530.755642700002
-0.05,-1.045,25000.0,4220.62893082,4597.78760014,1.08936077431,13652.933875
-0.05,-1.04,25000.0,4220.62893082,4458.79598219,1.05642927992,13763.0427899
-0.05,-1.035,25000.0,4220.62893082,4083.83914298,0.967590188551,13845.135476499998
-0.05,-1.03,25000.0,4220.62893082,4321.64185179,1.02393314424,14007.028426299998
-0.05,-1.025,25000.0,4165.09433962,4319.78323789,1.03713935043,14138.3408159
-0.05,-1.02,25000.0,4165.09433962,4352.47613139,1.04498860686,14282.5010883
-0.05,-1.015,25000.0,4165.09433962,4700.62777246,1.12857654333,14399.5796595
-0.05,-1.01,25000.0,4165.09433962,4180.73357995,1.0037548346,14510.7751771
-0.05,-1.005,25000.0,4165.09433962,4105.70688096,0.985741629403,14636.6626038
-0.05,-1.0,25000.0,4165.09433962,4311.11450728,1.0350580697,14758.0087176
-0.05,-0.995,25000.0,4109.55974843,4161.14111601,1.01255155558,14877.4233114
-0.05,-0.99,25000.0,4109.55974843,4499.98020496,1.09500298826,15002.7159755
-0.05,-0.985,25000.0,4109.55974843,4412.74191477,1.073774853,15159.9816301
-0.05,-0.98,25000.0,4109.55974843,3993.98569825,0.971876780665,15313.0577693
-0.05,-0.975,25000.0,4109.55974843,4227.05245476,1.02859009566,15418.7568618
-0.05,-0.97,25000.0,4109.55974843,4137.48060684,1.0067941239799998,15585.291082499998
-0.05,-0.965,25000.0,4054.02515723,4203.28875652,1.03681861693,15688.1181848
-0.05,-0.96,25000.0,4054.02515723,4489.1597457,1.10733396355,15815.1955065
-0.05,-0.955,25000.0,4054.02515723,4073.5342642,1.00481228069,15958.3515337
-0.05,-0.95,25000.0,4054.02515723,4152.31527747,1.0242450691399998,16096.7488574
-0.05,-0.945,25000.0,4054.02515723,4195.20559549,1.03482475633,16228.027642200002
-0.05,-0.94,25000.0,3998.49056604,3999.21345367,1.00018079013,16334.710275
-0.05,-0.935,25000.0,3998.49056604,4374.50504169,1.09403910537,16189.2237188
-0.05,-0.93,25000.0,3998.49056604,4180.12519166,1.04542579822,16622.7247803
-0.05,-0.925,25000.0,3998.49056604,4136.03472687,1.03439902097,16746.5129805
-0.05,-0.92,25000.0,3998.49056604,4265.32478815,1.0667337380700002,16900.9848943
-0.05,-0.915,25000.0,3998.49056604,3943.3452584,0.98620846874,17007.7675395
-0.05,-0.91,25000.0,3942.95597484,4159.49414281,1.054917724,17141.7498602
-0.05,-0.905,25000.0,3942.95597484,4200.99955695,1.06544419561,17246.616368799998
-0.05,-0.9,25000.0,3942.95597484,4138.85222943,1.04968258734,17395.3843683
-0.05,-0.895,25000.0,3942.95597484,4354.77406175,1.10444399824,17506.443423700002
-0.05,-0.89,25000.0,3942.95597484,3945.62155375,1.00067603568,17659.4745308
-0.05,-0.885,25000.0,3942.95597484,3992.43111038,1.0125477271,17749.837694499998
-0.05,-0.88,25000.0,3887.42138365,4161.51087467,1.07050676116,17882.9003669
-0.05,-0.875,25000.0,3887.42138365,4090.00487965,1.05211256409,17964.967821500002
-0.05,-0.87,25000.0,3887.42138365,4447.10988326,1.1439742298,18105.4907393
-0.05,-0.865,25000.0,3887.42138365,3952.01801246,1.0166168322,18207.5624095
-0.05,-0.86,25000.0,3887.42138365,3873.35813502,0.996382370924,18280.660595200006
-0.05,-0.855,25000.0,3831.88679245,4090.11320964,1.06738884293,18379.7505512
-0.05,-0.85,25000.0,3831.88679245,3999.34345067,1.0437008365,18512.8816058
-0.05,-0.845,25000.0,3831.88679245,4448.91274751,1.16102405642,18617.1530516
-0.05,-0.84,25000.0,3831.88679245,3947.46733464,1.03016282799,18688.6072594
-0.05,-0.835,25000.0,3831.88679245,3794.60349512,0.990270250832,18771.0458208
-0.05,-0.83,25000.0,3776.35220126,4007.1695776,1.06112178209,18859.7806983
-0.05,-0.825,25000.0,3776.35220126,3896.84267753,1.03190657805,18933.4910824
-0.05,-0.82,25000.0,3776.35220126,4364.84560929,1.15583647305,19001.9393931
-0.05,-0.815,25000.0,3776.35220126,3914.93811367,1.0366983546600002,19078.7310301
-0.05,-0.81,25000.0,3776.35220126,3769.96757176,0.998309313021,19126.5800681
-0.05,-0.805,25000.0,3776.35220126,3936.28318286,1.04235065298,19185.1051447
-0.05,-0.8,25000.0,3720.81761006,3809.82295887,1.02392091151,19218.7556455
-0.05,-0.795,25000.0,3720.81761006,4253.17087649,1.14307427082,19270.8625396
-0.05,-0.79,25000.0,3720.81761006,3852.66944967,1.03543625445,19322.7427406
-0.05,-0.785,25000.0,3720.81761006,3816.1151298,1.02561198364,19342.6238733
-0.05,-0.78,25000.0,3720.81761006,3871.64145322,1.0405351347399998,19371.7440867
-0.05,-0.775,25000.0,3665.28301887,3750.76029403,1.02332078443,19385.8949188
-0.05,-0.77,25000.0,3665.28301887,4154.67112941,1.13351986955,19421.250665400006
-0.05,-0.765,25000.0,3665.28301887,3806.34760563,1.0384866833,19382.1868604
-0.05,-0.76,25000.0,3665.28301887,3921.00919135,1.06976982982,19427.931530200003
-0.05,-0.755,25000.0,3665.28301887,3784.72189531,1.03258653584,19384.9616853
-0.05,-0.75,25000.0,3609.74842767,3739.24838716,1.035875065,19376.3667116
-0.05,-0.745,25000.0,3609.74842767,4036.65419736,1.11826468748,19349.3896477
-0.05,-0.74,25000.0,3609.74842767,3871.60729494,1.07254213764,19344.453487
-0.05,-0.735,25000.0,3609.74842767,4027.12310886,1.11562431276,19298.8514189
-0.05,-0.73,25000.0,3609.74842767,3659.93941235,1.01390428881,19228.1501629
-0.05,-0.725,25000.0,3554.21383648,3774.16971195,1.06188594316,19176.9455858
-0.05,-0.72,25000.0,3554.21383648,3876.22529302,1.0905999108,19126.3572205
-0.05,-0.715,25000.0,3554.21383648,4048.03911574,1.13894079028,19068.5024192
-0.05,-0.71,25000.0,3554.21383648,3951.93777474,1.11190208484,18973.0727394
-0.05,-0.705,25000.0,3554.21383648,3541.43706838,0.996405177434,18939.3955386
-0.05,-0.7,25000.0,3498.67924528,3800.70256991,1.08632495392,18856.6155204
-0.05,-0.695,25000.0,3498.67924528,3776.8972634,1.07952087019,18756.8163122
-0.05,-0.69,25000.0,3498.67924528,4282.16745885,1.22393828032,18677.7273639
-0.05,-0.685,25000.0,3498.67924528,3651.15739982,1.04358163291,18545.5076218
-0.05,-0.68,25000.0,3498.67924528,3539.31921397,1.01161580295,18486.9071807
-0.05,-0.675,25000.0,3443.14465409,3699.99818127,1.07459852925,18375.6524089
-0.05,-0.67,25000.0,3443.14465409,3883.57129897,1.1279140695899998,18258.726836
-0.05,-0.665,25000.0,3443.14465409,3968.98022722,1.15271957061,18143.2117316
-0.05,-0.66,25000.0,3443.14465409,3393.89532579,0.985696410333,18039.2603164
-0.05,-0.655,25000.0,3443.14465409,3632.60048053,1.05502406825,17915.544060900003
-0.05,-0.65,25000.0,3387.61006289,3547.84405493,1.04730001064,17780.932662799998
-0.05,-0.645,25000.0,3387.61006289,4046.63253616,1.1945390588200002,17649.9588496
-0.05,-0.64,25000.0,3387.61006289,3461.07830127,1.02168733621,17508.3505853
-0.05,-0.635,25000.0,3387.61006289,3570.39628172,1.05395727827,17403.387640200002
-0.05,-0.63,25000.0,3332.0754716999995,3497.49434834,1.04964439673,17261.3267198
-0.05,-0.625,25000.0,3332.0754716999995,3765.38537971,1.13004204487,17097.5872088
-0.05,-0.62,25000.0,3332.0754716999995,3665.36121047,1.10002346633,16948.4865736
-0.05,-0.615,25000.0,3332.0754716999995,3537.35074626,1.06160582985,16818.2089579
-0.05,-0.61,25000.0,3332.0754716999995,3544.606243500001,1.0637833007100002,16675.8130152
-0.05,-0.605,25000.0,3276.5408805,3535.58677995,1.07906078663,16513.738282299993
-0.05,-0.6,25000.0,3276.5408805,3741.96062982,1.14204606818,16378.9832185
-0.05,-0.595,25000.0,3276.5408805,3606.04062994,1.1005632957,16219.9652051
-0.05,-0.59,25000.0,3276.5408805,3608.78638441,1.10140129973,16071.4453058
-0.05,-0.585,25000.0,3221.00628931,3411.96670737,1.0592859500799998,15939.0730331
-0.05,-0.58,25000.0,3221.00628931,3700.78784595,1.14895393351,15755.4420833
-0.05,-0.575,25000.0,3221.00628931,3738.57522875,1.1606854793,15611.5803272
-0.05,-0.57,25000.0,3221.00628931,3655.15504937,1.13478668499,15480.751975
-0.05,-0.565,25000.0,3165.47169811,3316.61231928,1.04774663481,15309.6088784
-0.05,-0.56,25000.0,3165.47169811,3617.28948929,1.14273316405,15120.9893891
-0.05,-0.555,25000.0,3165.47169811,3819.27475223,1.20654206275,15008.1567023
-0.05,-0.55,25000.0,3165.47169811,3638.57534567,1.14945755094,14617.368332700002
-0.05,-0.545,25000.0,3165.47169811,3232.95745362,1.02131933624,14670.097650100002
-0.05,-0.54,25000.0,3109.93710692,3506.91537045,1.12764832531,14523.0370771
-0.05,-0.535,25000.0,3109.93710692,3826.39072723,1.23037559786,14363.6034336
-0.05,-0.53,25000.0,3109.93710692,3511.81610172,1.12922415502,14209.172497999998
-0.05,-0.525,25000.0,3109.93710692,3173.76935069,1.0205252523,14027.7643777
-0.05,-0.52,25000.0,3054.40251572,3388.69794263,1.10944707686,13897.7474825
-0.05,-0.515,25000.0,3054.40251572,3832.98132031,1.25490379889,13758.9629337
-0.05,-0.51,25000.0,3054.40251572,3281.9190549000004,1.07448806698,13595.8021093
-0.05,-0.505,25000.0,3054.40251572,3195.55917115,1.0462141629,13432.205963
-0.05,-1.5,32500.0,6497.54716981,6031.59444349,0.928287904013,4518.52776851
-0.05,-1.495,32500.0,6497.54716981,6367.35314036,0.979962588028,4514.15638309
-0.05,-1.49,32500.0,6442.01257862,6226.85044493,0.966600168649,4525.78532287
-0.05,-1.485,32500.0,6442.01257862,6287.82722897,0.976065655295,4577.07625177
-0.05,-1.48,32500.0,6442.01257862,6424.74854779,0.997320087377,4549.85801317
-0.05,-1.475,32500.0,6442.01257862,5993.30067266,0.930346005929,4552.97742092
-0.05,-1.47,32500.0,6442.01257862,6275.44134192,0.974142981767,4577.53581294
-0.05,-1.465,32500.0,6442.01257862,6178.0470812,0.959024374108,4578.23376043
-0.05,-1.46,32500.0,6386.47798742,6266.41187015,0.981199948155,4617.051290899999
-0.05,-1.455,32500.0,6386.47798742,6389.71282701,1.00050651386,4622.08048075
-0.05,-1.45,32500.0,6386.47798742,5974.28062373,0.935457796221,4647.23994095
-0.05,-1.445,32500.0,6386.47798742,6201.87705744,0.97109503386,4634.28701452
-0.05,-1.44,32500.0,6386.47798742,6075.00594526,0.95122945029,4639.61038463
-0.05,-1.435,32500.0,6330.94339623,6229.98986734,0.984053951747,4675.12329851
-0.05,-1.43,32500.0,6330.94339623,6332.28483741,1.00021188646,4659.50820842
-0.05,-1.425,32500.0,6330.94339623,5969.99813077,0.942987128005,4667.35121552
-0.05,-1.42,32500.0,6330.94339623,6153.723657399999,0.972007372719,4709.49871773
-0.05,-1.415,32500.0,6330.94339623,5964.417571600001,0.942105654452,4731.47062899
-0.05,-1.41,32500.0,6330.94339623,6178.69452351,0.975951629452,4643.06556128
-0.05,-1.405,32500.0,6275.40880503,6204.69091558,0.988730950979,4730.65002882
-0.05,-1.4,32500.0,6275.40880503,6002.38576402,0.956493186421,4740.89280723
-0.05,-1.395,32500.0,6275.40880503,6143.37637856,0.978960346557,4762.35029074
-0.05,-1.39,32500.0,6275.40880503,5874.87110955,0.936173449742,4760.31914216
-0.05,-1.385,32500.0,6275.40880503,6133.68060998,0.977415304811,4799.87318974
-0.05,-1.38,32500.0,6219.87421384,6099.71469037,0.98068135796,4803.78308518
-0.05,-1.375,32500.0,6219.87421384,6044.73831655,0.971842533905,4825.10432537
-0.05,-1.37,32500.0,6219.87421384,6158.86804124,0.990191735315,4818.7659554
-0.05,-1.365,32500.0,6219.87421384,5789.63775408,0.930828752324,4845.92150893
-0.05,-1.36,32500.0,6219.87421384,6116.18425059,0.983329250772,4871.37940124
-0.05,-1.355,32500.0,6164.33962264,6002.92465715,0.973814718952,4870.5603537
-0.05,-1.35,32500.0,6164.33962264,6113.37089988,0.991731681595,4900.74342664
-0.05,-1.345,32500.0,6164.33962264,6090.8431092,0.988077147279,4899.56238859
-0.05,-1.34,32500.0,6164.33962264,5740.11729575,0.931181220883,4937.46342651
-0.05,-1.335,32500.0,6164.33962264,6070.33042603,0.984749510512,4929.41583785
-0.05,-1.33,32500.0,6108.80503145,5905.88588332,0.966782513588,4938.30496844
-0.05,-1.325,32500.0,6108.80503145,6182.76869484,1.01210771387,4970.12889394
-0.05,-1.32,32500.0,6108.80503145,5973.92304308,0.977920069855,4995.35109544
-0.05,-1.315,32500.0,6108.80503145,5729.99010325,0.937988702169,5011.77337048
-0.05,-1.31,32500.0,6108.80503145,5959.57834208,0.975571869032,4997.2519323
-0.05,-1.305,32500.0,6108.80503145,5852.69359158,0.958075034553,5031.08032088
-0.05,-1.3,32500.0,6053.27044025,6196.87292708,1.02372312426,5059.57016073
-0.05,-1.295,32500.0,6053.27044025,5833.63289872,0.96371588818,5060.64767262
-0.05,-1.29,32500.0,6053.27044025,5786.62384286,0.9559499943,5111.74150995
